x,y,U,V,urms,vrms,uv
0,1.9435,1.1052,-1.443e-20,0.20309,0.068857,0.0057245
0,1.9461,1.0922,3.5011e-21,0.20597,0.067263,0.0056737
0,1.9486,1.0784,5.3683e-21,0.20884,0.065575,0.0056145
0,1.9511,1.0637,7.3033e-22,0.21167,0.063792,0.005546
0,1.9535,1.0481,-8.5456e-21,0.21444,0.061916,0.0054673
0,1.9558,1.0314,-9.8256e-21,0.21711,0.059948,0.0053771
0,1.9581,1.0137,-5.805e-21,0.21964,0.057889,0.0052743
0,1.9603,0.99471,3.4333e-21,0.22197,0.055743,0.0051575
0,1.9625,0.97443,1.6459e-20,0.22406,0.053515,0.0050255
0,1.9646,0.95276,-7.8529e-21,0.22585,0.05121,0.004877
0,1.9666,0.92959,-2.8347e-21,0.22727,0.048835,0.0047106
0,1.9686,0.90485,-3.0493e-21,0.22823,0.046398,0.0045254
0,1.9705,0.87844,-1.3485e-20,0.22867,0.043908,0.0043206
0,1.9724,0.85031,-6.0789e-21,0.2285,0.041377,0.0040956
0,1.9742,0.8204,-2.7548e-20,0.22761,0.038814,0.0038508
0,1.9759,0.78871,2.4169e-20,0.2259,0.036232,0.003587
0,1.9776,0.75523,5.5179e-21,0.22329,0.033645,0.003306
0,1.9792,0.72003,-1.2274e-20,0.21968,0.031066,0.0030106
0,1.9808,0.68322,6.1683e-21,0.21497,0.028508,0.0027047
0,1.9823,0.64495,-2.1703e-21,0.2091,0.025985,0.0023932
